web-scraper-order,web-scraper-start-url,cards,cards-href,tipo,cidade,bairro,quartos,suites,banheiros,vagas,area_construida,valor
1650141883-379,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=4,"R$ 420.000CassinoCasa em Rio GrandeProntas!3
quartos1
suíte1
banheiro 1
vaga120
m²DetalhesContatoCA0843-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-a-venda-120-m-por-420000-cassino-rio-grande-rs/CA0843-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,1 Suíte,1 Banheiro,1 Vaga,"120 m²
 Área construída",420000
1650141871-375,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=4,"R$ 430.000CassinoCasa em Rio GrandeCasa boa na praia do Cassino. Casa grande para família ou para investidores. São 3 casas no mesmo terreno, 2 churrasqueiras, vagas para 4 ou 5 carros. Toda murada, com jardim frutífero.
Aceita imóvel em Rio grande/ Porto Alegre/ Carro6
quartos3
suítes3
banheiros5
vagas220
m²DetalhesContatoCA0083-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-220-m-na-rua-paulino-modernell-cassino-rio-grande-rs-a-venda-por-430000/CA0083-LINL?from=sale,Casa,Rio Grande,Cassino,6 Quartos,3 Suítes,3 Banheiros,5 Vagas,"220 m²
 Área construída",430000
1650141841-365,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 370.000CassinoCasa em Rio Grande3
quartos1
suíte1
banheiro 2
vagas75,80
m²DetalhesContatoCA0951-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-76-m-na-alameda-caxias-do-sul-cassino-rio-grande-rs-a-venda-por-370000/CA0951-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,1 Suíte,1 Banheiro,2 Vagas,"76 m²
 Área construída",370000
1650141844-366,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 370.000Condomínio R$ 550Cidade NovaApartamento em Rio Grandeexcelente apartamento muito amplo e conforável a meia quadra do canalete , com garagem ,sacada para rua João Manoel  ,vista lateral para o canalete e pela outa lateral marechal Deodoro ,3 dormitórios sendo 1 suite , closet, piso laminado , Ficam mesa de mármore que se estende da cozinha americana , moveis planejados de cozinha e roupeiros embutidos em dois dos dormitórios .3
quartos1
suíte1
banheiro 1
vaga101
m²DetalhesContatoAP0541-LINL",https://www.lindalvoimoveis.com.br/imovel/excelente-apartamento-a-meia-quadra-do-canalete/AP0541-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,3 Quartos,1 Suíte,1 Banheiro,1 Vaga,"101 m²
 Área útil",370000
1650141894-382,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=5,"R$ 550.000CassinoSobrado em Rio Grande3
quartos1
suíte1
banheiro 3
vagas200
m²DetalhesContatoSO0165-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-com-3-dormitorios-a-venda-cassino-rio-grande-rs/SO0165-LINL?from=sale,Sobrado,Rio Grande,Cassino,3 Quartos,1 Suíte,1 Banheiro,3 Vagas,"200 m²
 Área construída",550000
1650141874-376,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=4,"R$ 426.000CassinoCasa em Rio GrandeCasa impecável, peças muito amplas, bom gosto, tranquilidade e segurança, cerca elétrica, portão eletrônico, churrasqueira, lareira, suíte com closed. Imóvel bem planejado para sua família desfrutar tudo de melhor do Cassino. Venha conferir!3
quartos1
suíte3
banheiros2
vagas171
m²DetalhesContatoCA0047-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-171-m-na-rua-antonio-da-fonseca-moraes-cassino-rio-grande-rs-a-venda-por-426000/CA0047-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,1 Suíte,3 Banheiros,2 Vagas,"171 m²
 Área construída",426000
1650141823-358,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 420.000CentroSobrado em Rio Grande3
quartos1
suíte3
banheiros1
vaga200
m²DetalhesContatoSO0142-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-200-m-na-rua-francisco-marques-centro-rio-grande-rs-a-venda-por-420000/SO0142-LINL?from=sale,Sobrado,Rio Grande,Centro,3 Quartos,1 Suíte,3 Banheiros,1 Vaga,"200 m²
 Área construída",420000
1650141777-342,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=1,"R$ 200.000Vila Maria JoséCasa em Rio GrandeSobrado em condominio fechado , dispondo de espaço amplo para melhor conforto para sua familia , sendo um suite .
Banheiro com hidromassagem com aquecimento a gás.3
quartos1
suíte1
banheiro 1
vaga130
m²DetalhesContatoCA0670-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-130-m-na-rua-sao-jose-do-norte-vila-maria-jose-rio-grande-rs-a-venda-por-200000/CA0670-LINL?from=sale,Casa,Rio Grande,Vila Maria José,3 Quartos,1 Suíte,1 Banheiro,1 Vaga,"130 m²
 Área construída",200000
1650141943-399,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=6,"R$ 700.000CassinoSobrado em Rio GrandePÉ NA AREIA.... Segurança, tranquilidade e bem estar é o que você encontra na maior praia do mundo. Localizado próximo a praia, no Balneário Cassino, você estará pertinho de uma das praias mais bonitas do mundo. Casa muito ensolarada, iluminada e bem arejada. Com um material distinto, de ótima qualidade! Venha conhecer! Renda-se as belezas da cidade e ao conforto que o Cassino lhe oferece.5
quartos2
suítes4
banheiros3
vagas1
m²DetalhesContatoSO0006-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-1-m-na-rua-paulino-modernell-cassino-rio-grande-rs-a-venda-por-700000/SO0006-LINL?from=sale,Sobrado,Rio Grande,Cassino,5 Quartos,2 Suítes,4 Banheiros,3 Vagas,"1 m²
 Área construída",700000
1650141825-359,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 400.000CassinoSobrado em Rio GrandeBelo sobrado com vista privilegiada para o mar, tranquilidade, sossego, uma qualidade de vida para você e sua família desfrutar o ano inteiro no Balneário Cassino. Duas suítes, terraço, sala com lareira, garagem que foi projetada para caminhão, churrasqueira, mezanino cozinha, pátio todo murado.
Aceita troca por casa em Pelotas, Rio Grande e Cassino, tem que ser casa térrea.
Agende logo uma visita e venha se apaixonar.2
quartos2
suítes3
banheiros3
vagas200
m²DetalhesContatoSO0045-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-200-m-na-avenida-cassino-cassino-rio-grande-rs-a-venda-por-400000/SO0045-LINL?from=sale,Sobrado,Rio Grande,Cassino,2 Quartos,2 Suítes,3 Banheiros,3 Vagas,"200 m²
 Área construída",400000
1650141976-410,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=7,"R$ 1.100.000CassinoCasa em Rio Grande2
quartos2
suítes2
banheiros4
vagas400
m²DetalhesContatoCA0847-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-400-m-cassino-rio-grande-rs/CA0847-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,2 Suítes,2 Banheiros,4 Vagas,"400 m²
 Área construída",1100000
1650141831-361,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 380.000Nossa Senhora dos NavegantesSobrado em Rio Grande3
quartos1
suíte2
banheiros2
vagas180
m²DetalhesContatoSO0094-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-180-m-na-rua-americo-vespucio-nossa-senhora-dos-navegantes-rio-grande-rs-a-venda-por-380000/SO0094-LINL?from=sale,Sobrado,Rio Grande,Nossa Senhora dos Navegantes,3 Quartos,1 Suíte,2 Banheiros,2 Vagas,"180 m²
 Área construída",380000
1650141839-364,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=3,"R$ 380.000Vila Nossa Senhora dos NavegantesSobrado em Rio Grande4
quartos1
suíte3
banheiros3
vagas198
m²DetalhesContatoSO0160-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-198-m-na-rua-gaspar-de-lemos-vila-nossa-senhora-dos-navegantes-rio-grande-rs-a-venda-por-380000/SO0160-LINL?from=sale,Sobrado,Rio Grande,Vila Nossa Senhora dos Navegantes,4 Quartos,1 Suíte,3 Banheiros,3 Vagas,"198 m²
 Área construída",380000
1650142005-420,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=8,"R$ 1.431.000CassinoSobrado em Rio GrandeVocê encontrou a casa dos seus sonhos na Praia do Cassino! Imóvel à venda, com 5 dormitórios, cozinha, sala 2 ambientes, área de serviço. Esta é a casa ideal para sua família! Possui vaga de garagem coberta, pátio, jardim e área de churrasqueira para festas.

A casa está a 3 quarteirões da Av. Rio Grande e a região oferece diversas opções de serviços e lazer, como escolas, padarias, supermercado (a 2 min), shopping (a 10 min). Também está próximo da praia e do campo.

Agende uma visita com nossos corretores!5
quartos2
suítes3
banheiros2
vagas315
m²DetalhesContatoSO0031-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-315-m-na-rua-sao-borja-cassino-rio-grande-rs-a-venda-por-1431000/SO0031-LINL?from=sale,Sobrado,Rio Grande,Cassino,5 Quartos,2 Suítes,3 Banheiros,2 Vagas,"315 m²
 Área construída",1431000
1650141974-409,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=7,"R$ 1.200.000CentroApartamento em Rio GrandeEste é o imóvel para pessoas exigentes  que querem morar no centro com segurança , muito espaço conforto , em um ap. de 4 dormitórios , sendo uma suíte com hidromassagem ,closet, sala com 2 ambientes , sacada  com lareira e ar condicionado central , 3 banheiros ,1 lavabo , cozinha com churrasqueira , dependência de empregada, dispensa ,  e muito mais agende uma visita pelos telefones (53)  991228708 Gustavo Tarouco , CRECI 63055 ou 
(53) 999003800 lindalvo imóveis .4
quartos1
suíte3
banheiros2
vagas280
m²DetalhesContatoAP0717-LINL",https://www.lindalvoimoveis.com.br/imovel/apartamento-central-de-alto-de-padrao-muito-amplo-com-4-dormitorios-sendo-1-suite-com-hidromassagem2-box-cobertos-piscina-salao-de-festas/AP0717-LINL?from=sale,Apartamento,Rio Grande,Centro,4 Quartos,1 Suíte,3 Banheiros,2 Vagas,"280 m²
 Área útil",1200000
1650141946-400,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=6,"R$ 700.000CassinoCasa em Rio GrandeCasa de boneca muito bem projetada e decorada, de muito bom gosto e a poucos metros de rua calçada. Local oferece comércio em geral, escolas e transporte público. Casa construída em alvenaria, com aberturas em cedro rosa e alumínio, piso em tabuão de Ipê, porcelanato, lareira, churrasqueira, fogão à lenha, portão elétrico, interfone, sistema de câmeras, alarme e cerca elétrica.3
quartos1
suíte2
banheiros4
vagas282,49
m²DetalhesContatoCA0209-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-282-m-na-rua-manoel-francisco-moita-cassino-rio-grande-rs-a-venda-por-700000/CA0209-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,1 Suíte,2 Banheiros,4 Vagas,"282 m²
 Área construída",700000
1650141764-337,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=1,"R$ 250.000CentroSobrado em Rio Grande3
quartos2
suítes2
banheiros2
vagas240
m²DetalhesContatoSO0171-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-bem-localizado-na-rua-moron-nao-aceita-financiamento/SO0171-LINL?from=sale,Sobrado,Rio Grande,Centro,3 Quartos,2 Suítes,2 Banheiros,2 Vagas,"240 m²
 Área construída",250000
1650141952-402,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=6,"R$ 605.000CassinoApartamento em Rio GrandeE ESSE APARTAMENTO NO CORAÇÃO DO BALNEÁRIO CASSINO? 

- Peças amplas, dois dormitórios sendo uma suíte, salas estar e jantar, cozinha, banheiro social, área de serviço, box garagem e varanda ampla com uma bela vista para Avenida.

- Portaria 24h, interfone, elevadores, salões de festa com churrasqueira e terraço.

Agende sua visita!2
quartos1
suíte1
banheiro 1
vaga100
m²DetalhesContatoAP0433-LINL",https://www.lindalvoimoveis.com.br/imovel/apartamento-com-2-dormitorios-a-venda-110-m-cassino-rio-grande-rs/AP0433-LINL?from=sale,Apartamento,Rio Grande,Cassino,2 Quartos,1 Suíte,1 Banheiro,1 Vaga,"100 m²
 Área útil",605000
1650141927-393,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=6,"R$ 850.000CassinoSobrado em Rio Grande4
quartos1
suíte2
banheiros4
vagas230
m²DetalhesContatoSO0193-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-a-venda-230-m-por-850000-cassino-rio-grande-rs/SO0193-LINL?from=sale,Sobrado,Rio Grande,Cassino,4 Quartos,1 Suíte,2 Banheiros,4 Vagas,"230 m²
 Área construída",850000
1650141901-385,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=5,"R$ 550.000Condomínio R$ 480CentroApartamento em Rio Grande3
quartos1
suíte1
banheiro 1
vaga100
m²DetalhesContatoAP0503-LINL",https://www.lindalvoimoveis.com.br/imovel/apartamento-de-alto-padrao-no-canalete/AP0503-LINL?from=sale,Apartamento,Rio Grande,Centro,3 Quartos,1 Suíte,1 Banheiro,1 Vaga,"100 m²
 Área útil",550000
1650141767-338,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=1,"R$ 250.000CentroCasa em Rio Grandesou uma casa bem localizada, no centro da cidade, porém, em uma rua bem calma. meus primeiros donos deixaram seus imoveis para os próximos donos usufruírem. tenho uma sala, dois dormitórios, 2 banheiros e até uma suíte. tenho uma garagem. agenda uma visita com um de nossos corretores e vem me conhecer!2
quartos1
suíte2
banheiros1
vaga125
m²DetalhesContatoCA0551-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-125-m-na-rua-francisco-marques-centro-rio-grande-rs-a-venda-por-250000/CA0551-LINL?from=sale,Casa,Rio Grande,Centro,2 Quartos,1 Suíte,2 Banheiros,1 Vaga,"125 m²
 Área construída",250000
1650142000-418,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=8,"R$ 1.500.000CassinoCasa em Rio GrandeCasa espetacular a venda no Cassino, localizada em área nobre, ensolarada, detalhes na parte externa com pedras miracema, paisagismo e aberturas diferenciadas, construída com esmero em cada detalhe, pisos porcelanato marmo, todas paredes com acabamento em massa corrida, teto com sanca e rebaixamento em gesso personalizado nos ambientes, cozinha ampla, sala de estar com dois ambientes, duas suítes uma delas com banheira de hidromassagem com cromoterapia, área gourmet com churrasqueira e para o lazer uma piscina com design diferenciado e um quiosque na altura da piscina.
Estuda aceitar imóveis de menor valor.
Agende uma visita com um de nossos especialistas.2
quartos2
suítes3
banheiros4
vagas350
m²DetalhesContatoCA0643-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-350-m-na-alameda-caxias-do-sul-cassino-rio-grande-rs-a-venda-por-1500000/CA0643-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,2 Suítes,3 Banheiros,4 Vagas,"350 m²
 Área construída",1500000
1650141997-417,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=8,"R$ 1.600.000CentroCasa em Rio Grande4
quartos1
suíte1
banheiro 5
vagas377
m²DetalhesContatoCA0952-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-377-m-na-rua-andrade-neves-centro-rio-grande-rs-a-venda-por-1600000/CA0952-LINL?from=sale,Casa,Rio Grande,Centro,4 Quartos,1 Suíte,1 Banheiro,5 Vagas,"377 m²
 Área construída",1600000
1650141989-415,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=7,"R$ 900.000CentroSobrado em Rio GrandeBusca imóvel amplo, localizado no centro da cidade e com ótimo padrão construtivo? Confere esta oportunidade! 

Este belo sobrado conta com quatro dormitórios sendo uma suíte , banheira, closet e sacada. Duas salas de estar com lareira, dois banheiros, lavabo, lavanderia, garagem para dois carros, área fechada com churrasqueira integrando ao pátio, sistema gás, câmeras monitoramento... Saiba mais!4
quartos1
suíte2
banheiros5
vagas270
m²DetalhesContatoSO0164-LINL",https://www.lindalvoimoveis.com.br/imovel/sobrado-de-270-m-na-rua-general-portinho-centro-rio-grande-rs-a-venda-por-900000/SO0164-LINL?from=sale,Sobrado,Rio Grande,Centro,4 Quartos,1 Suíte,2 Banheiros,5 Vagas,"270 m²
 Área construída",900000
1650141915-390,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&suites=1+&vagas=1+&banheiros=1+&ordenar=menor-valor&pagina=5,"R$ 500.000Parque Residencial Salgado FilhoCasa em Rio Grande3
quartos1
suíte1
banheiro 2
vagas200
m²DetalhesContatoCA0347-LINL",https://www.lindalvoimoveis.com.br/imovel/casa-de-200-m-na-rua-paulo-leiria-parque-residencial-salgado-filho-rio-grande-rs-a-venda-por-500000/CA0347-LINL?from=sale,Casa,Rio Grande,Parque Residencial Salgado Filho,3 Quartos,1 Suíte,1 Banheiro,2 Vagas,"200 m²
 Área construída",500000
