web-scraper-order,web-scraper-start-url,cards,cards-href,tipo,cidade,bairro,quartos,suites,banheiros,vagas,area_construida,valor
1650231326-138,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=12,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-com-3-dormitorios-70-m-venda-por-500000-ou-aluguel-por-1500-ano-cassino-rio-grande-rs/AP0682-LINL?from=sale,Apartamento,Rio Grande,Cassino,3 Quartos,0,2 Banheiros,1 Vaga,"70 m²
 Área útil",500000
1650231341-141,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=12,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-200-m-na-rua-general-vitorino-centro-rio-grande-rs-a-venda-por-480000/SO0080-LINL?from=sale,Sobrado,Rio Grande,Centro,4 Quartos,0,2 Banheiros,2 Vagas,"200 m²
 Área construída",480000
1650230652-19,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-52-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-149900/SO0093-LINL?from=sale,Sobrado,Rio Grande,Vila Maria José,2 Quartos,0,1 Banheiro,1 Vaga,"52 m²
 Área construída",149900
1650230673-23,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/aceita-financiamento-ap-2-dormnovo-nunca-habitado-sem-garagem-quitado/AP0614-LINL?from=sale,Apartamento,Rio Grande,Vila São João,2 Quartos,0,1 Banheiro,1 Vaga,"47 m²
 Área útil",137000
1650231143-106,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=9,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-76-m-por-320000-bolaxa-rio-grande-rs/CA0827-LINL?from=sale,Casa,Rio Grande,Bolaxa,2 Quartos,0,2 Banheiros,1 Vaga,"76 m²
 Área construída",320000
1650230721-31,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-59-m-na-rua-caramuru-cidade-nova-rio-grande-rs-a-venda-por-170000/AP0061-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,1 Vaga,"59 m²
 Área útil",170000
1650231153-108,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=9,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-104-m-na-avenida-nova-atlantica-cassino-rio-grande-rs-a-venda-por-300000/CA0152-LINL?from=sale,Casa,Rio Grande,Cassino,4 Quartos,0,2 Banheiros,3 Vagas,"104 m²
 Área construída",300000
1650231132-104,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=9,Detalhes,https://www.lindalvoimoveis.com.br/imovel/cobertura-de-110-m-na-rua-dos-buganviles-cassino-rio-grande-rs-a-venda-por-320000/CO0001-LINL?from=sale,Cobertura,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,1 Vaga,"110 m²
 Área útil",320000
1650231357-144,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=12,Detalhes,https://www.lindalvoimoveis.com.br/imovel/otima-casa-na-cidade-nova-proxima-ao-canalete-aceita-permuta-por-ap-3-dormitorios-com-box/CA0799-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,1 Vaga,"130 m²
 Área construída",450000
1650231017-84,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=7,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-andrade-neves-centro-rio-grande-rs-a-venda-por-250000/CA0425-LINL?from=sale,Casa,Rio Grande,Centro,3 Quartos,0,1 Banheiro,1 Vaga,"120 m²
 Área construída",250000
1650230558-2,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-77-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-130000/CA0239-LINL?from=sale,Casa,Rio Grande,Vila Maria José,2 Quartos,0,1 Banheiro,1 Vaga,"77 m²
 Área construída",130000
1650231346-142,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=12,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-170-m-na-rua-buarque-de-macedo-cidade-nova-rio-grande-rs-a-venda-por-460000/CA0728-LINL?from=sale,Casa,Rio Grande,Cidade Nova,3 Quartos,0,2 Banheiros,2 Vagas,"170 m²
 Área construída",460000
1650230971-75,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=7,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-a-venda-1-m-por-270000-cassino-rio-grande-rs/CA0035-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,0,1 Banheiro,3 Vagas,"1 m²
 Área construída",270000
1650231268-128,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=11,Detalhes,https://www.lindalvoimoveis.com.br/imovel/rancho-de-80-m-na-rua-engenheiro-sergio-luiz-carlos-rheingantz-pernigotti-cassino-rio-grande-rs-a-venda-por-390000/RA0001-LINL?from=sale,Rancho,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,5 Vagas,"80 m²
 Área construída",390000
1650230924-67,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=6,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-em-condominio-com-2-dormitorios-cidade-nova-rio-grande-rs/CA0903-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,1 Vaga,"52 m²
 Área construída",230000
1650231404-152,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=13,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-250-m-na-avenida-engenheira-lucia-maria-balbela-chiesa-bolaxa-rio-grande-rs-a-venda-por-690000/CA0652-LINL?from=sale,Casa,Rio Grande,Bolaxa,2 Quartos,0,3 Banheiros,9 Vagas,"250 m²
 Área construída",690000
1650230705-28,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-premium-mobiliado-no-residencial-braganca/AP0702-LINL?from=sale,Apartamento,Rio Grande,Vila São Miguel,2 Quartos,0,1 Banheiro,1 Vaga,"48 m²
 Área útil",179000
1650230814-48,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-60-m-na-alameda-quarenta-e-sete-cassino-rio-grande-rs-a-venda-por-180000/CA0433-LINL?from=sale,Casa,Rio Grande,Cassino,1 Quarto,0,1 Banheiro,8 Vagas,"60 m²
 Área construída",180000
1650230642-17,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-45-m-na-rua-carlos-dos-santos-souza-bolaxa-rio-grande-rs-a-venda-por-150000/CA0261-LINL?from=sale,Casa,Rio Grande,Bolaxa,2 Quartos,0,1 Banheiro,3 Vagas,"45 m²
 Área construída",150000
1650231164-109,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=10,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-230-m-na-rua-visconde-do-rio-branco-cidade-nova-rio-grande-rs-a-venda-por-380000/SO0197-LINL?from=sale,Sobrado,Rio Grande,Cidade Nova,4 Quartos,0,2 Banheiros,1 Vaga,"230 m²
 Área construída",380000
1650230851-54,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-200000/CA0802-LINL?from=sale,Casa,Rio Grande,Vila Maria José,3 Quartos,0,1 Banheiro,2 Vagas,"120 m²
 Área construída",200000
1650230903-63,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=6,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-96-m-na-avenida-brasil-cassino-rio-grande-rs-a-venda-por-250000/CA0128-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,2 Vagas,"96 m²
 Área construída",250000
1650230919-66,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=6,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-cassino/CA0726-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,0,1 Banheiro,6 Vagas,"85 m²
 Área construída",235000
1650230694-26,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-50-m-na-rua-colombia-america-rio-grande-rs-a-venda-por-180000/AP0027-LINL?from=sale,Apartamento,Rio Grande,América,2 Quartos,0,1 Banheiro,1 Vaga,"50 m²
 Área útil",180000
1650230605-11,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-1-m-na-rua-ana-pernigotti-bolaxa-rio-grande-rs-a-venda-por-85000/SO0012-LINL?from=sale,Sobrado,Rio Grande,Bolaxa,3 Quartos,0,2 Banheiros,6 Vagas,"1 m²
 Área construída",85000
1650230991-79,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=7,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-160-m-na-rua-maria-pereira-bolaxa-rio-grande-rs-a-venda-por-265000/CA0575-LINL?from=sale,Casa,Rio Grande,Bolaxa,2 Quartos,0,1 Banheiro,1 Vaga,"160 m²
 Área construída",265000
1650231373-146,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=13,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-473-m-na-rua-antonio-simao-numa-cassino-rio-grande-rs-a-venda-por-1200000/SO0071-LINL?from=sale,Sobrado,Rio Grande,Cassino,4 Quartos,0,4 Banheiros,4 Vagas,"473 m²
 Área construída",1200000
1650230736-34,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-68-m-na-avenida-italia-vila-maria-jose-rio-grande-rs-a-venda-por-160000/AP0252-LINL?from=sale,Apartamento,Rio Grande,Vila Maria José,2 Quartos,0,1 Banheiro,1 Vaga,"68 m²
 Área útil",160000
1650231049-89,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=8,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-72-m-na-rua-ana-pernigotti-bolaxa-rio-grande-rs-a-venda-por-290000/SO0172-LINL?from=sale,Sobrado,Rio Grande,Bolaxa,2 Quartos,0,2 Banheiros,1 Vaga,"72 m²
 Área construída",290000
1650231206-117,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=10,Detalhes,https://www.lindalvoimoveis.com.br/imovel/localizacao-privilegiada-na-praia-do-cassino/CA0899-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,4 Vagas,"110 m²
 Área construída",350000
1650231232-121,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=11,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-200-m-na-rua-sao-paulo-cassino-rio-grande-rs-a-venda-por-450000/CA0017-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,2 Vagas,"200 m²
 Área construída",450000
1650230840-52,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=5,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-122-m-na-rua-guadalajara-vila-maria-rio-grande-rs-a-venda-por-210000/CA0243-LINL?from=sale,Casa,Rio Grande,Vila Maria,2 Quartos,0,1 Banheiro,2 Vagas,"122 m²
 Área construída",210000
1650230637-16,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=2,Detalhes,https://www.lindalvoimoveis.com.br/imovel/sobrado-de-60-m-na-rua-f-castelo-branco-rio-grande-rs-a-venda-por-150000/SO0044-LINL?from=sale,Sobrado,Rio Grande,Castelo Branco,2 Quartos,0,1 Banheiro,5 Vagas,"60 m²
 Área construída",150000
1650230579-6,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=1,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-70-m-na-estrada-senandes-senandes-rio-grande-rs-a-venda-por-117000/CA0612-LINL?from=sale,Casa,Rio Grande,Senandes,2 Quartos,0,1 Banheiro,4 Vagas,"70 m²
 Área construída",117000
1650231169-110,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=10,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-110-m-na-rua-joao-anunziato-filho-parque-residencial-jardim-do-sol-rio-grande-rs-a-venda-por-371000/AP0237-LINL?from=sale,Apartamento,Rio Grande,Parque Residencial Jardim do Sol,3 Quartos,0,1 Banheiro,2 Vagas,"110 m²
 Área útil",371000
1650230741-35,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=3,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-150-m-na-avenida-brasil-cassino-rio-grande-rs-a-venda-por-160000/CA0160-LINL?from=sale,Casa,Rio Grande,Cassino,5 Quartos,0,3 Banheiros,3 Vagas,"150 m²
 Área construída",160000
1650230934-69,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=6,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-60-m-na-rua-victor-canuso-cassino-rio-grande-rs-a-venda-por-220000/CA0185-LINL?from=sale,Casa,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,2 Vagas,"60 m²
 Área construída",220000
1650231174-111,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=10,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-80-m-na-rua-fahum-nader-fares-cassino-rio-grande-rs-a-venda-por-370000/CA0370-LINL?from=sale,Casa,Rio Grande,Cassino,1 Quarto,0,1 Banheiro,1 Vaga,"80 m²
 Área construída",370000
1650231352-143,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=12,Detalhes,https://www.lindalvoimoveis.com.br/imovel/2-sobrados-a-uma-quadra-da-av-portugal-aceita-financiamento/SO0205-LINL?from=sale,Sobrado,Rio Grande,Cidade Nova,5 Quartos,0,4 Banheiros,1 Vaga,"201 m²
 Área construída",450000
1650230768-39,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=4,Detalhes,https://www.lindalvoimoveis.com.br/imovel/190-mil-preco-de-lancamento-apartamento-novo-de-2-dorm-na-buarque-de-macedo-aceita-financiamento-e-box-de-garagem-coberto-por-20-mil/AP0713-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2 Quartos,0,1 Banheiro,1 Vaga,"62 m²
 Área útil",190000
1650231378-147,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=13,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-de-180-m-na-rua-doutor-vaz-dias-junior-cassino-rio-grande-rs-a-venda-por-850000/CA0102-LINL?from=sale,Casa,Rio Grande,Cassino,3 Quartos,0,2 Banheiros,2 Vagas,"180 m²
 Área construída",850000
1650231112-100,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=9,Detalhes,https://www.lindalvoimoveis.com.br/imovel/apartamento-de-75-m-na-rua-ijui-cassino-rio-grande-rs-a-venda-por-330000/AP0013-LINL?from=sale,Apartamento,Rio Grande,Cassino,2 Quartos,0,1 Banheiro,2 Vagas,"75 m²
 Área útil",330000
1650230913-65,https://www.lindalvoimoveis.com.br/imoveis/a-venda/rio-grande?quartos=1+&preco-de-venda=1+&area=1+&banheiros=1+&suites=0&vagas=1+&ordenar=menor-valor&pagina=6,Detalhes,https://www.lindalvoimoveis.com.br/imovel/casa-no-buchholz-com-2-d-garagem-patio-em-rua-calcada-aceita-financiamento-mediante-conclusao-de-inventario/CA0933-LINL?from=sale,Casa,Rio Grande,Frederico Ernesto Buchholz,2 Quartos,0,1 Banheiro,1 Vaga,"69 m²
 Área construída",240000
